,ëSçë,ñkäCìπ,ê¬êX,ä‚éË,ã{èÈ,èHìc,éRå`,ïüìá,àÔèÈ,ì»ñÿ,åQîn,çÈã ,êÁót,ìåãû,ê_ìﬁêÏ,êVäÉ,ïxéR,êŒêÏ,ïüà‰,éRóú,í∑ñÏ,äÚïå,ê√â™,à§ím,éOèd,é†âÍ,ãûìs,ëÂç„,ï∫å…,ìﬁó«,òaâÃéR,íπéÊ,ìáç™,â™éR,çLìá,éRå˚,ìøìá,çÅêÏ,à§ïQ,çÇím,ïüâ™,ç≤âÍ,í∑çË,åFñ{,ëÂï™,ã{çË,é≠éôìá,â´ìÍ
2011,0.5098932220903977,0.3942230542925916,0.3441218467396478,0.3436649964209019,0.43397864397951214,0.36813996316758746,0.4016041012072102,0.36013970357766534,0.5151616462171108,0.4932336182336182,0.46023356488472766,0.5089661142715806,0.5173265936534681,0.7311978276174192,0.5312778182406733,0.4267234042553191,0.4550695825049702,0.4843013430579027,0.4726665075196944,0.5578726690941189,0.44612276754969926,0.47130368681109847,0.4813294342593634,0.517092479309104,0.4570465419747716,0.4920646268229911,0.6360367220882515,0.5356951621941348,0.5332361025410893,0.5468639887244539,0.43115294117647057,0.391240157480315,0.3857641311933008,0.47888741721854305,0.5412877278162253,0.3677120301296444,0.4819499341238472,0.4819557625145518,0.45989931728846284,0.3973563528459671,0.46779528691471656,0.379714048901782,0.3737079903447422,0.3918545909067236,0.3841489822433954,0.35668068586218055,0.35126032731673945,0.3431500254856431
2012,0.5082143366828686,0.39573440962329853,0.3401481888035126,0.3427401666910367,0.45292413543364113,0.37319153013318,0.3989527911493962,0.3689182372632641,0.512302817850883,0.4764424806042234,0.46822434684799835,0.5075281637394721,0.5154523738429382,0.7311555059597287,0.5365499607132869,0.4199513586044951,0.4574824748552271,0.4728682170542636,0.4686409052606236,0.5485264790604919,0.443509332831821,0.4509519667536484,0.47662470040496985,0.5226211283344316,0.4599890230515917,0.4963625782045686,0.6458207539032175,0.5385502617336527,0.5361527446300716,0.5590958019375672,0.43797121315969845,0.3771602846492714,0.4022546054440473,0.46065600258523187,0.537308545858042,0.3671720500988794,0.45098835634985107,0.4747797356828194,0.44449953956222993,0.38317248878619004,0.461044547495646,0.36674453174771715,0.3733196773780566,0.3810608870754067,0.3675614629484841,0.35326223864304307,0.34465753424657536,0.3451332527485178
2013,0.49888272195087874,0.39411730399113515,0.34282026898519224,0.33939482106488217,0.451243584682195,0.3575372722252899,0.38362068965517243,0.36301869585043317,0.49411842892270885,0.47976382721033506,0.4448349931653974,0.4971010430343892,0.5063358914867035,0.7129375235227701,0.5277615503797212,0.4085122316525212,0.4485803817301301,0.4769428939458995,0.4482354320553406,0.5646353218378494,0.4177016544859436,0.45476066474125276,0.47407188365278635,0.5177988175466159,0.4458537109689902,0.48001939192464854,0.6202007785289899,0.5212056388131091,0.5298302225807634,0.5457748911766738,0.42846227316141355,0.3836922571099786,0.39190718732314656,0.45792349726775955,0.5315901814300961,0.36509775524981897,0.44883158742949236,0.45718967636214664,0.4376992376992377,0.4018189334435717,0.45494782149673124,0.3710691823899371,0.36989714431738324,0.38762832324295865,0.3644238856181665,0.34994391924371093,0.34248727115155453,0.3566109074243813
2014,0.5150977526129749,0.41395215350238823,0.3617539585870889,0.3618160651920838,0.463027768940599,0.386588164853807,0.392841399982368,0.3767893905299947,0.5174866627148785,0.47763233979919045,0.45811197384552516,0.5135370771122978,0.5234883160684173,0.7307438016528925,0.5457315478370037,0.4321581196581197,0.45639187574671447,0.4807432127717146,0.45496535796766746,0.5763208291089332,0.4353002070393375,0.46084935354220136,0.482467366265677,0.5236843964116691,0.45765544907510586,0.48841937123357293,0.6324238930874002,0.5508821890670463,0.5451696930801465,0.5614942528735632,0.44261154725231044,0.3741020114942529,0.4107871720116618,0.46842530282637956,0.537940479715724,0.3789283291883337,0.45202675037532414,0.49533530896718253,0.45014619883040935,0.3920929573473147,0.4744186046511628,0.3818717277486911,0.383120867134774,0.4113721597176263,0.369067910648605,0.3654123842690903,0.3499708114419148,0.3676891859632371
2015,0.5145990298147382,0.41574342831445976,0.36339292176304555,0.3554349535944628,0.4598301466914937,0.37517890002044574,0.3878910014895295,0.37848664688427297,0.51171875,0.4815590947191953,0.4604384653712008,0.5111496419148134,0.5255808094441146,0.7275031685678074,0.5494145917480444,0.4182048814626892,0.4455762514551804,0.48305459693832403,0.46925214449679836,0.5615209988649262,0.4287058380768688,0.4548961706991808,0.48445631905596837,0.5230321664437673,0.44315188762071994,0.4750825894426091,0.6444371215553817,0.5542561740611469,0.5457490783152721,0.5830168398423504,0.4175609756097561,0.3808349480359345,0.3962652551095427,0.4595018016606611,0.5339798772293052,0.3780295640429204,0.43168564287697864,0.47722857759551046,0.4472354554641259,0.40808823529411764,0.47412270677941454,0.3914238592633315,0.3690152339499456,0.40563241106719367,0.36788527927768433,0.3636981645139361,0.3510550996483001,0.37262291280148424
2016,0.5195688008186433,0.4278458880586142,0.37171398527865407,0.37262664619859415,0.4657943067033976,0.3756652405301054,0.38644438371139656,0.39470839553199155,0.5134921181248709,0.48430516851569483,0.47017902813299234,0.5135889347245814,0.5320452059788553,0.7267279608532763,0.5436132354054668,0.42327829238824005,0.4483065953654189,0.49163274536408863,0.47814104973067767,0.5635573845450389,0.43462229365604615,0.4519455252918288,0.47706473844763303,0.5239047645140963,0.4397902869757174,0.481899026678804,0.6523514799376868,0.5615233092580434,0.5403093183539976,0.5612729463463038,0.4403826787512588,0.3927199561002378,0.39884743706399756,0.4615746795710175,0.5393324511101308,0.3768832749961954,0.46246973365617433,0.4725635593220339,0.4553409994937441,0.4079044388733225,0.47435897435897434,0.38504306115774556,0.38979004283407065,0.4152928599561132,0.3658492930016109,0.38237574295804977,0.3580483138005262,0.36651638112413587
2017,0.5255263750844954,0.4391063329413741,0.38141219070609533,0.3778930566640064,0.4600018160355943,0.38611200687950126,0.39078341013824885,0.3935395814376706,0.51613691078469,0.48017970401691334,0.4679467485919099,0.5258156718460182,0.5314572214135533,0.7275858489586774,0.5437667760214733,0.412052849182096,0.453045811388254,0.49662073202843854,0.5017165277096616,0.6055255255255255,0.42165563224867353,0.46766049531137294,0.48134152102031175,0.5218645204560698,0.4514742683059515,0.4940496663685767,0.647190644990425,0.5525575641579236,0.5503888706320517,0.5696418419556566,0.43248649729945987,0.38971807628524047,0.40662881694030995,0.4785554223774037,0.549327764955856,0.3870056497175141,0.4634725520324068,0.4903646912556983,0.4690858236419844,0.4052218533051615,0.48212612687639234,0.39368514020755135,0.3834185997617212,0.42262546073149987,0.3689222598663126,0.3776440392955129,0.3773262554152175,0.3713040405230298
2018,0.5329858756679053,0.4499684515132395,0.40912679614716563,0.3851692460481668,0.4657962486208165,0.39501153719371496,0.3953575439910146,0.3963231021184426,0.5214447740359449,0.48953682285222444,0.4654774719360295,0.5240972126870795,0.5375356923410561,0.7266523022600211,0.5527965133074595,0.4268658092472226,0.44999509274708016,0.5122740760722957,0.5149253731343284,0.6099273895964766,0.43914990946345184,0.4680511953634388,0.4856796527033884,0.5324745762711864,0.4426026858459291,0.47900909027825966,0.6548922056384743,0.5623418476963475,0.5562137869558758,0.5859065716547902,0.4406395048994327,0.40073193046660566,0.435052827843381,0.4834846124926151,0.5518157993260951,0.39621036349574634,0.4623267898383372,0.4996340060650423,0.4740244922796075,0.4273054971462902,0.4793470877907964,0.4019160075749137,0.3985010706638116,0.4268596237337193,0.3846225449129666,0.3902907295666484,0.3885063227745086,0.3764754977942053
2019,0.5373446226211929,0.4565580618212197,0.39832958560873755,0.38142537869381676,0.4622324510932106,0.3905692926969523,0.38611529766390357,0.3935932851678708,0.523824673029339,0.4893966705545541,0.46646641462530425,0.534044048019061,0.5354984212900316,0.7331712807513691,0.5572284260150808,0.4351860574658502,0.46042595344229814,0.5110833035395066,0.5101408086810489,0.6073945839000866,0.4425290147137377,0.47681795998047827,0.48171371825790893,0.5323603888147684,0.4402307864665024,0.4908710801393728,0.6642456941274123,0.5708520071321864,0.5632972028628858,0.5921495327102804,0.4598524762908325,0.4034896401308615,0.4344592500774713,0.5005846709896885,0.554656327636829,0.38807144543237077,0.46823461924566184,0.509087110925423,0.4732731821972856,0.44920273348519363,0.48461700780755435,0.40386548988939786,0.4096233689205219,0.4292190279451426,0.388705260175654,0.3827171735567292,0.3827904118008605,0.38676618683727265
2020,0.5439706068798679,0.4688663134387179,0.4060856194869305,0.3924050632911392,0.46588802373007043,0.3942823803967328,0.4029217719132894,0.3940590845146629,0.5267395874158264,0.48469927996611606,0.48041184041184043,0.5355151293536886,0.5378123868163709,0.739287072243346,0.5516668135964636,0.4450968322363748,0.48778558006131933,0.5363981213872833,0.5211609768571794,0.6329760717846461,0.45205743471138093,0.48308336239972094,0.49188311688311687,0.5385799076720158,0.4559470107919831,0.5025111799105607,0.6750824663790916,0.5876376884237808,0.573176560558264,0.6020841086713807,0.4869115587633308,0.42332089552238805,0.419932119716137,0.4940980791930465,0.5524288107202681,0.40224159402241594,0.4769185961846512,0.5314285714285715,0.481970780230028,0.4742472871771359,0.4808185756951163,0.39667917661776414,0.41966086501830135,0.4207766189381887,0.396769072742553,0.3858571035494818,0.3860759493670886,0.4094562647754137
2021,0.5494856021171811,0.46746061723731863,0.42054099746407436,0.3919500834871254,0.4753786074864273,0.4093746175498715,0.39896776706592657,0.40943139257746,0.5389742842573031,0.4920996905033393,0.4770286078910986,0.5434364729955975,0.5529613171122605,0.7506481036965914,0.5673377277421493,0.4391376785984753,0.47234879867439933,0.5302629090221298,0.5411392405063291,0.6459835221421215,0.457909297500247,0.4871718079265249,0.487522384610941,0.5392034891035409,0.4504525146064841,0.501465661641541,0.6897818103262043,0.5967265459025255,0.5782409385804748,0.607184151699684,0.4956294698603701,0.4190567853705486,0.44087919140060966,0.5128092358438703,0.5510571472345641,0.385137899991816,0.49323810970977056,0.5198711063372717,0.4921893775534727,0.4600582147477361,0.48003181153813085,0.41072277698525916,0.42817744858561185,0.42261513649124904,0.39935572042171025,0.3974517447941428,0.392064,0.42791664120271344
